연도,광역,시군구,시설명,사업자등록번호,시설군
2020,울산,남구,의료법인 청산의료재단 효원요양병원,610-82-14480,의료기관
2020,울산,남구,인터존PC방,169-33-00535,PC영업시설
2020,울산,남구,임요양병원,610-90-64006,의료기관
2020,울산,남구,제니스병원,610-25-68396,실내주차장
2020,울산,남구,제니스병원,610-25-68396,의료기관
2020,울산,남구,제니스병원타워,610-86-11803,실내주차장
2020,울산,남구,좋은삼정병원,610-82-11805,의료기관
2020,울산,남구,좋은삼정병원장례식장,128-85-70252,장례식장
2020,울산,남구,좋은요양병원,368-96-00030,의료기관
2020,울산,남구,좋은의사들안과병원,119-91-98994,의료기관
2020,울산,남구,㈜영락원,610-81-90268,장례식장
2020,울산,남구,㈜울산국화원장례식장,610-81-86895,장례식장
2020,울산,남구,㈜한화생명빌딩 울산사옥,116-81-13925,실내주차장
2020,울산,남구,중앙병원,610-82-09634,의료기관
2020,울산,남구,지안어린이집,610-80-17988,어린이집
2020,울산,남구,지제이PC,303-26-62133,PC영업시설
2020,울산,남구,참바른병원,737-99-00125,의료기관
2020,울산,남구,천사어린이집,610-80-07122,어린이집
2020,울산,남구,키즈포레,765-80-01127,어린이집
2020,울산,남구,태안요양병원,610-82-10301,의료기관
2020,울산,남구,태화강엑슬루타워,617-82-79510,실내주차장
2020,울산,남구,텐텐PC,213-08-30877,PC영업시설
2020,울산,남구,팔레드상떼,610-82-74853,실내주차장
2020,울산,남구,프라우메디병원,610-82-04997,산후조리원
2020,울산,남구,프라우메디병원,610-82-04997,의료기관
2020,울산,남구,하나이비인후과병원,863-34-00099,의료기관
2020,울산,남구,하늘땅어린이집,403-80-30684,어린이집
2020,울산,남구,행복사랑요양원,336-80-00518,노인요양시설
2020,울산,남구,현대백화점울산점,610-85-42406,실내주차장
2020,울산,남구,현대백화점울산점,610-85-42406,대규모점포
2020,울산,남구,현대해상화재보험㈜ 울산사옥,610-85-05041,실내주차장
2020,울산,남구,홈플러스(주) 울산남구점,220-81-60348,대규모점포
2020,울산,남구,홈플러스㈜ 울산남구점,220-81-60348,실내주차장
2020,울산,남구,효마음요양병원,528-96-00684,의료기관
2020,울산,동구,1469PC울산본점,109-30-43448,PC영업시설
2020,울산,동구,EXR스포츠센터,620-08-38494,목욕장
2020,울산,동구,NU PC,808-73-00029,PC영업시설
2020,울산,동구,OX PC(남목점),364-04-01274,PC영업시설
2020,울산,동구,꽃바위어린이집,620-80-05403,어린이집
2020,울산,동구,꾸러기어린이집,620-80-04200,어린이집
2020,울산,동구,나는게이머다 PC,576-09-00378,PC영업시설
2020,울산,동구,남목어린이집,620-80-02240,어린이집
2020,울산,동구,남목자연어린이집,620-80-24074,어린이집
2020,울산,동구,대왕암스파랜드,620-12-48077,목욕장
2020,울산,동구,동구노인요양원,620-82-65690,노인요양시설
2020,울산,동구,동구보건소,620-83-01446,의료기관
2020,울산,동구,동구어린이집,620-89-04256,어린이집
2020,울산,동구,동부도서관,620-83-01733,도서관
2020,울산,동구,로즈메디산부인과,610-91-18912,의료기관
2020,울산,동구,미래아동병원,620-90-89417,의료기관
2020,울산,동구,방어진마린요양병원,149-92-00237,의료기관
2020,울산,동구,방어진어린이집,620-80-15779,어린이집
2020,울산,동구,사과나무어린이집,620-80-03986,어린이집
2020,울산,동구,사라어린이집,620-80-05081,어린이집
2020,울산,동구,상록수요양병원,620-90-78962,의료기관
2020,울산,동구,선재어린이집,860-80-00122,어린이집
2020,울산,동구,신나는어린이집,620-80-18887,어린이집
2020,울산,동구,아띠영어어린이집,620-80-16273,어린이집
2020,울산,동구,아이세상어린이집,620-80-02667,어린이집
2020,울산,동구,알파고pc방,546-14-01098,PC영업시설
2020,울산,동구,앙팡어린이집,610-80-01977,어린이집
2020,울산,동구,오렌지PC,620-08-98610,PC영업시설
2020,울산,동구,와우어린이집,620-80-04078,어린이집
2020,울산,동구,우리두리어린이집,620-80-09689,어린이집
2020,울산,동구,울산과학대학,610-82-00647,실내주차장
2020,울산,동구,울산대학교병원,620-82-03414,의료기관
2020,울산,동구,울산대학교병원어린이집,620-82-03414,어린이집
2020,울산,동구,울산시립연구형어린이집,304-82-69585,어린이집
2020,울산,동구,전하공영주차장,620-83-00073,실내주차장
2020,울산,동구,조이랜드어린이집,620-80-15385,어린이집
2020,울산,동구,진달래어린이집,810-82-00290,어린이집
2020,울산,동구,참조은어린이집,620-80-10376,어린이집
2020,울산,동구,청운어린이집,438-80-00565,어린이집
2020,울산,동구,큰솔몬테소리어린이집,620-80-06038,어린이집
2020,울산,동구,테라스파크,620-81-39007,실내주차장
2020,울산,동구,푸른맘예능어린이집,620-80-14799,어린이집
2020,울산,동구,해뜨는해수월드,610-17-22245,목욕장
2020,울산,동구,현대백화점 동구점,610-85-25955,대규모점포
2020,울산,동구,현대백화점 동구점,610-85-25955,실내주차장
2020,울산,동구,현대예술관,620-81-00012,영화상영관
2020,울산,동구,현대예술관,620-81-00012,실내주차장
2020,울산,동구,현대중공업어린이집,620-80-05984,어린이집
2020,울산,동구,홈플러스동구점,220-81-60348,대규모점포
2020,울산,동구,화정공영지하주차장,620-83-00073,실내주차장
2020,울산,동구,효림요양병원,226-82-15760,의료기관
2020,울산,북구,21세기좋은병원장례식장,620-13-86326,장례식장
2020,울산,북구,BB요양병원,172-07-00454,의료기관
2020,울산,북구,CGV울산신천,104-81-45690,영화상영관
2020,울산,북구,CGV울산진장,104-81-45690,영화상영관
2020,울산,북구,JW컨벤션센터,199-86-00449,실내주차장
2020,울산,북구,강동어린이집,443-80-00887,어린이집
2020,울산,북구,갤러리피시방,620-11-59903,PC영업시설
2020,울산,북구,공감어린이집,620-80-20796,어린이집
2020,울산,북구,금채PC방,620-08-87957,PC영업시설
2020,울산,북구,꿈나무어린이집,545-80-01163,어린이집
2020,울산,북구,네오골프,620-01-38011,실내주차장
2020,울산,북구,농소농협하나로마트,620-82-06804,실내주차장
2020,울산,북구,농협울산유통센터,761-85-00024,실내주차장
2020,울산,북구,뜰안애어린이집,509-80-00848,어린이집
2020,울산,북구,롯데마트 진장점,620-85-09952,대규모점포
2020,울산,북구,롯데마트 진장점,620-85-09952,실내주차장
2020,울산,북구,모다아울렛,134-81-54564,대규모점포
2020,울산,북구,모다아울렛,134-81-54564,실내주차장
2020,울산,북구,무지개어린이집,620-89-04071,어린이집
2020,울산,북구,미래몬테소리어린이집,610-80-04538,어린이집
2020,울산,북구,바른몬테소리어린이집,620-80-02497,어린이집
2020,울산,북구,병영자연어린이집,610-80-05065,어린이집
2020,울산,북구,북구보건소,620-83-02066,의료기관
2020,울산,북구,산새소리어린이집,610-80-03790,어린이집
2020,울산,북구,삼촌네PC,620-14-72469,PC영업시설
2020,울산,북구,새싹몬테소리어린이집,620-80-18096,어린이집
2020,울산,북구,서연이화어린이집,620-80-05010,어린이집
2020,울산,북구,서원탑마트 울산점,415-85-23895,실내주차장
2020,울산,북구,세계어린이집,620-80-04495,어린이집
2020,울산,북구,세나요양병원,175-90-00324,의료기관
2020,울산,북구,스틸시리즈PC방 울산본점,319-31-00155,PC영업시설
2020,울산,북구,시티병원장례식장,383-93-00265,장례식장
2020,울산,북구,신명어린이집,270-80-01162,어린이집
2020,울산,북구,신선도원,610-85-18584,대규모점포
2020,울산,북구,신천효성어린이집,211-82-69681,어린이집
2020,울산,북구,신화프라자 실내주차장(와이짐),601-25-96151,실내주차장
2020,울산,북구,아름드리어린이집,883-80-01013,어린이집
2020,울산,북구,아이마음아동병원,620-91-19790,의료기관
2020,울산,북구,알파고PC방,470-08-00563,PC영업시설
2020,울산,북구,엘리야종합병원,620-13-86326,의료기관
2020,울산,북구,엘림종합복지센터,620-82-63746,노인요양시설
2020,울산,북구,예은어린이집,620-80-03555,어린이집
2020,울산,북구,울산근로복지공단어린이집,229-82-01794,어린이집
2020,울산,북구,울산명성노인전문요양원,620-82-04688,노인요양시설
2020,울산,북구,울산시티병원,620-82-00872,의료기관
2020,울산,북구,울산전문장례식장,605-90-58351,장례식장
2020,울산,북구,울산현대요양원,837-80-01169,노인요양시설
2020,울산,북구,유성산업,620-06-53661,실내주차장
2020,울산,북구,의료법인 송은의료재단 울산시티요양병원,741-82-00067,의료기관
2020,울산,북구,의료법인 옐림의료재단 농소요양병원,620-82-08947,의료기관
2020,울산,북구,이솝어린이집,620-80-12127,어린이집
2020,울산,북구,인애어린이집,620-82-07778,어린이집
2020,울산,북구,정안요양병원,832-92-00396,의료기관
2020,울산,북구,진장CGV 엔터플렉스,610-81-67883,실내주차장
2020,울산,북구,진장CGV 엔터플렉스,610-81-67883,대규모점포
2020,울산,북구,진장디플렉스,610-81-13688,실내주차장
2020,울산,북구,진장디플렉스,610-81-13688,대규모점포
2020,울산,북구,참샘어린이집,620-80-08910,어린이집
2020,울산,북구,코스트코 울산점,107-81-63829,대규모점포
2020,울산,북구,크로바어린이집,620-80-14784,어린이집
2020,울산,북구,키즈스포츠어린이집,620-80-06120,어린이집
2020,울산,북구,푸르니어린이집,620-80-03458,어린이집
2020,울산,북구,푸른솔어린이집,620-80-15051,어린이집
2020,울산,북구,프리지아,502-81-68596,실내주차장
2020,울산,북구,하버드어린이집,620-80-18868,어린이집
2020,울산,북구,학성어린이집,610-80-04071,어린이집
2020,울산,북구,한국공항공사 울산공항,610-85-24413,공항시설
2020,울산,북구,해담어린이집,620-80-05572,어린이집
2020,울산,북구,현대자동차 어린이집,222-80-20535,어린이집
2020,울산,북구,호계어린이집,620-80-06061,어린이집
2020,울산,북구,호계초등학교어린이집,301-82-81940,어린이집
2020,울산,북구,홈플러스,314-81-11803,대규모점포
2020,울산,북구,홈플러스,314-81-11803,실내주차장
2020,울산,북구,화봉어린이집,610-80-03602,어린이집
2020,울산,북구,황금지어린이집,620-89-03693,어린이집
2020,울산,북구,희수자연학교어린이집,620-80-05233,어린이집
2020,울산,울주군,(주)서울산국화원장례식장,587-81-01621,장례식장
2020,울산,울주군,GQPC방,211-43-61074,PC영업시설
2020,울산,울주군,UNIST어린이집,620-82-73550,어린이집
2020,울산,울주군,간절곶자연요양병원,846-82-00042,의료기관
2020,울산,울주군,고려요양병원,610-82-12139,의료기관
2020,울산,울주군,고속철도울산역,314-82-10024,철도역사
2020,울산,울주군,교동이화어린이집,620-80-01824,어린이집
2020,울산,울주군,금샘어린이집,610-80-06929,어린이집
2020,울산,울주군,꿈바라기어린이집,620-80-09883,어린이집
2020,울산,울주군,꿈이 자라는 어린이집,620-80-04613,어린이집
2020,울산,울주군,꿈쟁이 어린이집,620-80-22339,어린이집
2020,울산,울주군,내와동산,610-82-10539,노인요양시설
2020,울산,울주군,도솔천노인요양원,620-82-62446,노인요양시설
2020,울산,울주군,들꽃자연어린이집,309-80-00286,어린이집
2020,울산,울주군,메가마트 언양점,520-85-07139,대규모점포
2020,울산,울주군,반구대병원(구 효정재활병원),620-82-03035,의료기관
2020,울산,울주군,백야참숯가마,264-81-13184,목욕장
2020,울산,울주군,범서사랑요양병원,670-96-00442,의료기관
2020,울산,울주군,보람요양병원(구 남울산보람병원),610-82-04809,의료기관
2020,울산,울주군,보배이엔이어린이집,620-80-06931,어린이집
2020,울산,울주군,복합웰컴센터 알프스시네마 1관,610-83-00038,영화상영관
2020,울산,울주군,복합웰컴센터 알프스시네마 2관,610-83-00038,영화상영관
2020,울산,울주군,빛과소금어린이집,610-80-13847,어린이집
2020,울산,울주군,사랑의노인복지센터,620-80-83020,노인요양시설
2020,울산,울주군,삼성SDI울산어린이집,620-80-19101,어린이집
2020,울산,울주군,삼일어린이집,620-80-20909,어린이집
2020,울산,울주군,새나창의어린이집,620-80-16410,어린이집
2020,울산,울주군,새싹어린이집,891-80-00223,어린이집
2020,울산,울주군,서울산보람병원,620-82-00931,의료기관
2020,울산,울주군,서울산어린이집,620-80-03327,어린이집
2020,울산,울주군,서울주문화센터,610-83-00038,전시시설
2020,울산,울주군,성모의집,610-82-11300,노인요양시설
2020,울산,울주군,세광병원,620-82-08345,의료기관
2020,울산,울주군,수연24시어린이집,610-82-12196,어린이집
2020,울산,울주군,수연특수아어린이집,610-82-12202,어린이집
2020,울산,울주군,숲어린이집,620-80-20855,어린이집
2020,울산,울주군,슈아브어린이집,620-80-09734,어린이집
2020,울산,울주군,신광노인요양원,610-82-11770,노인요양시설
2020,울산,울주군,아이원창의어린이집,539-80-01514,어린이집
2020,울산,울주군,언양요양병원,401-99-06458,의료기관
2020,울산,울주군,언양종로니드학원,620-90-37980,학원
2020,울산,울주군,언양한우리어린이집,620-80-06232,어린이집
2020,울산,울주군,에꼬르앙팡어린이집,610-80-15656,어린이집
2020,울산,울주군,에스대일기숙학원,610-90-31771,학원
2020,울산,울주군,연화노인요양원,620-82-04295,노인요양시설
2020,울산,울주군,오렌지&텔루스PC,646-43-00685,PC영업시설
2020,울산,울주군,온양어린이집,610-80-02016,어린이집
2020,울산,울주군,우리아동병원,802-82-00061,의료기관
2020,울산,울주군,울산광역시립노인병원,610-82-65863,의료기관
2020,울산,울주군,울산기독병원,610-82-10510,의료기관
2020,울산,울주군,울산노인요양원,620-82-05580,노인요양시설
2020,울산,울주군,울산노인의집,620-82-04941,노인요양시설
2020,울산,울주군,울산연세요양병원,548-98-00246,의료기관
2020,울산,울주군,울산원예농협하나로마트,620-82-07759,대규모점포
2020,울산,울주군,울주군 남부보건지소,610-83-00038,의료기관
2020,울산,울주군,울주군 보건소,610-83-00038,의료기관
2020,울산,울주군,울주군청,610-83-00038,실내주차장
2020,울산,울주군,울주군청 어린이집,606-82-78165,어린이집
2020,울산,울주군,울주몬테소리,620-80-04743,어린이집
2020,울산,울주군,울주선바위도서관,610-83-00038,도서관
2020,울산,울주군,웅촌어린이집,610-80-04765,어린이집
2020,울산,울주군,이손요양병원,620-82-09306,의료기관
2020,울산,울주군,정토마을자재요양병원,301-82-14742,의료기관
2020,울산,울주군,천상소망노인요양원,604-80-02326,노인요양시설
2020,울산,울주군,큰빛웅촌병원,610-96-09285,의료기관
2020,울산,울주군,태화강생태관,610-83-00038,전시시설
2020,울산,울주군,평화요양병원,620-11-74753,의료기관
2020,울산,울주군,한마음어린이집,432-08-00174,어린이집
2020,울산,울주군,한솔어린이집,610-80-10044,어린이집
2020,울산,울주군,한수원 해오름어린이집,610-80-18385,어린이집
2020,울산,울주군,해맑은어린이집,620-80-23769,어린이집
2020,울산,울주군,해인어린이집,620-82-03466,어린이집
2020,울산,울주군,햇살아동병원,620-91-03809,의료기관
2020,울산,울주군,행복한실버홈,620-80-22625,노인요양시설
2020,울산,울주군,혜원어린이집,620-80-02411,어린이집
2020,울산,울주군,호수어린이집,620-80-15236,어린이집
2020,울산,울주군,효도의집,610-82-10427,노인요양시설
2020,울산,중구,GOOD PRIME 1,841-80-00290,실내주차장
2020,울산,중구,M타워,208-82-67616,실내주차장
2020,울산,중구,가나몬테소리어린이집,620-80-01090,어린이집
2020,울산,중구,공동직장 푸른들어린이집,608-80-48358,어린이집
2020,울산,중구,뉴코아아울렛성남점,620-85-10522,대규모점포
2020,울산,중구,늘푸른노인요양원,620-82-04956,노인요양시설
2020,울산,중구,늘푸른노인전문요양원,620-82-04640,노인요양시설
2020,울산,중구,더테라스,856-80-00991,실내주차장
2020,울산,중구,동강병원장례식장,620-98-15395,실내주차장
2020,울산,중구,동강병원장례식장,620-98-15395,장례식장
2020,울산,중구,디케이동천병원 국화원장례식장,587-99-00141,장례식장
2020,울산,중구,딩동댕어린이집,620-80-05363,어린이집
2020,울산,중구,럭키빌딩,620-81-48942,실내주차장
2020,울산,중구,롯데시네마 울산성남점,620-85-20622,영화상영관
2020,울산,중구,롯데정밀화학어린이집,252-80-00622,어린이집
2020,울산,중구,리버플레이스(디앤아이),110-81-51144,실내주차장
2020,울산,중구,리버플레이스(디앤아이),110-81-51144,대규모점포
2020,울산,중구,마제스타워2,620-82-71678,실내주차장
2020,울산,중구,맘스산후조리원,617-81-77664,산후조리원
2020,울산,중구,맘스여성병원,663-04-00599,의료기관
2020,울산,중구,메가박스울산점,620-85-08953,영화상영관
2020,울산,중구,명희어린이집,620-80-04874,어린이집
2020,울산,중구,백정애건강실버타운,620-82-66326,노인요양시설
2020,울산,중구,비버PC방,349-41-00121,PC영업시설
2020,울산,중구,삼환나우빌아파트 1단지,620-82-70077,실내주차장
2020,울산,중구,성남프라자,610-82-61208,실내주차장
2020,울산,중구,성남프라자,610-82-61208,대규모점포
2020,울산,중구,성안어린이집,620-80-07420,어린이집
2020,울산,중구,세민에스요양병원,620-82-09887,의료기관
2020,울산,중구,세민에스요양병원장례식장,620-91-21224,장례식장
2020,울산,중구,세창짜임아파트101동,312-82-85567,실내주차장
2020,울산,중구,센트럴프라자,607-81-75655,실내주차장
2020,울산,중구,센트럴프라자,607-81-75655,대규모점포
2020,울산,중구,스카이리조트,464-77-00021,목욕장
2020,울산,중구,스카이존PC방,599-10-00339,PC영업시설
2020,울산,중구,신중앙시장,620-82-60002,대규모점포
2020,울산,중구,신중앙시장,620-82-60002,실내주차장
2020,울산,중구,영광예능어린이집,620-80-03856,어린이집
2020,울산,중구,옥교공영주차장,620-83-01219,의료기관
2020,울산,중구,옥교공영주차장,620-83-01219,실내주차장
2020,울산,중구,울산H병원,620-90-83451,의료기관
2020,울산,중구,울산경찰청 어린이집,729-80-00398,어린이집
2020,울산,중구,울산광역시교육청,610-83-00362,실내주차장
2020,울산,중구,울산광역시립노인요양원,610-82-63040,노인요양시설
2020,울산,중구,울산어린이집,620-80-19227,어린이집
2020,울산,중구,위너스자연요양병원,620-82-08874,의료기관
2020,울산,중구,유니어린이집,620-82-04714,어린이집
2020,울산,중구,의료법인 동강의료재단 동강병원,620-82-00912,의료기관
2020,울산,중구,의료법인 동강의료재단 동천병원,211-81-23138,실내주차장
2020,울산,중구,의료법인 동강의료재단 동천병원,211-81-23138,의료기관
2020,울산,중구,의료법인 성덕의료재단 위너스자연요양병원,620-82-08874,의료기관
2020,울산,중구,의료법인 청남의료재단 울산세민병원,620-82-09887,의료기관
2020,울산,중구,의료법인우아의료재단 길메리요양병원,620-82-08495,의료기관
2020,울산,중구,의료법인주보배의료재단 주성혜요양병원,620-82-08966,의료기관
2020,울산,중구,중구보건소,620-83-00035,의료기관
2020,울산,중구,초록새나무어린이집,620-80-18719,어린이집
2020,울산,중구,키즈아트어린이집,620-80-05437,어린이집
2020,울산,중구,파랑새어린이집,620-80-06251,어린이집
2020,울산,중구,푸른세상효요양원,689-85-01060,노인요양시설
2020,울산,중구,피오레산후조리원,847-96-00440,산후조리원
2020,울산,중구,한국건강관리협회 건강증진의원,610-82-06296,실내주차장
2020,울산,중구,한국건강관리협회 건강증진의원,610-82-06296,의료기관
2020,울산,중구,한국석유공사돌고래어린이집,620-80-23584,어린이집
2020,울산,중구,행복한아이어린이집,620-80-03012,어린이집
2020,울산,중구,향교몬테소리어린이집,620-80-05062,어린이집
2020,울산,중구,혜원어린이집,620-80-04817,어린이집
2020,울산,중구,홈플러스울산점,220-81-60348,대규모점포
2020,울산,중구,홈플러스울산점,220-81-60348,실내주차장
2020,울산,중구,효성요양병원,711-97-00304,의료기관
2020,울산,중구,효자실버요양원,762-80-01375,노인요양시설
2020,인천,강화군,강화군립어린이집,137-80-08515,어린이집
2020,인천,강화군,강화꽃동네노인요양원,137-82-72549,노인요양시설
2020,인천,강화군,강화남산군립어린이집,137-80-14851,어린이집
2020,인천,강화군,강화노인복지센터,137-82-02913,노인요양시설
2020,인천,강화군,강화리빙스파랜드,137-11-26652,목욕장
2020,인천,강화군,강화백석노인전문요양원,194-80-01761,노인요양시설
2020,인천,강화군,강화병원,136-82-00488,의료기관
2020,인천,강화군,강화실버빌,137-82-77772,노인요양시설
2020,인천,강화군,강화역사박물관,136-83-00597,박물관
2020,인천,강화군,강화요양원,137-82-70065,노인요양시설
2020,인천,강화군,강화은혜전문요양원,317-82-72465,노인요양시설
2020,인천,강화군,강화작은영화관,234-82-00176,영화상영관
2020,인천,강화군,강화종로기숙학원,296-86-00212,학원
2020,인천,강화군,강화종로기숙학원,891-85-00607,학원
2020,인천,강화군,강화터미널상가,136-89-02302,대규모점포
2020,인천,강화군,강화필병원,137-82-07034,의료기관
2020,인천,강화군,강화해수랜드,131-20-76480,목욕장
2020,인천,강화군,강화희망병원,892-91-00334,의료기관
2020,인천,강화군,길상군립어린이집,137-80-14069,어린이집
2020,인천,강화군,늘푸른어린이집,137-80-10253,어린이집
2020,인천,강화군,마리실버힐 요양원,137-82-05905,노인요양시설
2020,인천,강화군,바다의별요양원,137-82-07392,노인요양시설
2020,인천,강화군,불은군립어린이집,137-82-66692,어린이집
2020,인천,강화군,사랑의집노인요양원,137-80-73306,노인요양시설
2020,인천,강화군,삼성너싱홈,137-80-34691,노인요양시설
2020,인천,강화군,성안나의 집,137-82-02460,노인요양시설
2020,인천,강화군,아람어린이집,137-80-32581,어린이집
2020,인천,강화군,아름다운실버타운,456-80-00054,노인요양시설
2020,인천,강화군,의료법인 성수의료재단 비에스종합병원,281-82-00245,의료기관
2020,인천,강화군,진남요양원,740-80-01394,노인요양시설
2020,인천,강화군,코끼리어린이집,137-82-61983,어린이집
2020,인천,강화군,풍물시장,137-82-06281,대규모점포
2020,인천,강화군,하점군립어린이집,137-80-24121,어린이집
2020,인천,강화군,해주병원,662-98-00090,의료기관
2020,인천,강화군,호세요양원,137-80-37887,노인요양시설
2020,인천,계양구,CGV계양,104-81-45690,영화상영관
2020,인천,계양구,DMZ PC,122-35-26355,PC영업시설
2020,인천,계양구,E 프렌드 어린이집,122-80-12297,어린이집
2020,인천,계양구,Fine S.B.S 사우나,122-16-47378,목욕장
2020,인천,계양구,HIGH END PC,228-08-64893,PC영업시설
2020,인천,계양구,HMB산후조리원,122-92-31297,산후조리원
2020,인천,계양구,KSTAR PC방,850-21-00851,PC영업시설
2020,인천,계양구,MR.5 PC CAFE,185-19-00166,PC영업시설
2020,인천,계양구,가은요양원,373-80-00763,노인요양시설
2020,인천,계양구,강남프라자,122-81-50420,실내주차장
2020,인천,계양구,강북프라자,122-80-06626,실내주차장
2020,인천,계양구,경인교대입구역,139-82-02409,지하역사
2020,인천,계양구,경인여자대학교,122-82-05238,실내주차장
2020,인천,계양구,계산역,139-82-02409,지하역사
2020,인천,계양구,계산중앙감리교회,122-82-03297,실내주차장
2020,인천,계양구,계산체육공원 주차장,122-82-05903,실내주차장
2020,인천,계양구,계산초등학교 어린이집,122-80-16181,어린이집
2020,인천,계양구,계양 사랑마루,122-80-28858,노인요양시설
2020,인천,계양구,계양노인전문요양원(법인),122-82-07838,노인요양시설
2020,인천,계양구,계양도서관,122-83-04347,도서관
2020,인천,계양구,계양산공영주차장,122-82-05903,실내주차장
2020,인천,계양구,계양어린이집,122-80-05893,어린이집
2020,인천,계양구,계양역,139-82-02409,철도역사
2020,인천,계양구,구립다인어린이집,122-80-13641,어린이집
2020,인천,계양구,구립은행나무어린이집,122-89-09849,어린이집
2020,인천,계양구,구립효성샛별어린이집,122-80-32110,어린이집
2020,인천,계양구,귤현꿈나무어린이집,122-80-16139,어린이집
2020,인천,계양구,그린사우나,549-74-00127,목욕장
2020,인천,계양구,금강불가마사우나,212-13-57862,목욕장
2020,인천,계양구,긱스타PC방(Aone PC방),696-34-00636,PC영업시설
2020,인천,계양구,꼬마세계아트어린이집,122-80-12074,어린이집
2020,인천,계양구,나인티 ver-3 PC카페,347-77-00143,PC영업시설
2020,인천,계양구,노블,122-24-17559,PC영업시설
2020,인천,계양구,노인요양시설 한결,517-80-00664,노인요양시설
2020,인천,계양구,다원병원(한동병원),746-97-00047,의료기관
2020,인천,계양구,다원어린이집,747-80-00455,어린이집
2020,인천,계양구,대덕노바체,122-80-13525,실내주차장
2020,인천,계양구,대산불가마목욕탕,122-32-40996,목욕장
2020,인천,계양구,대산월드프라자,122-81-50420,실내주차장
2020,인천,계양구,대상어린이집,745-80-00750,어린이집
2020,인천,계양구,대우사우나,122-18-35653,목욕장
2020,인천,계양구,더나인PC카페,421-24-00479,PC영업시설
2020,인천,계양구,더드림병원,181-96-00068,의료기관
2020,인천,계양구,라이즈빌,122-80-05312,실내주차장
2020,인천,계양구,렛츠플레이 PC,717-85-00629,PC영업시설
2020,인천,계양구,로뎀나무어린이집,122-80-14617,어린이집
2020,인천,계양구,로하스PC방,275-47-00157,PC영업시설
2020,인천,계양구,롯데쇼핑㈜ 롯데마트 계양점,122-85-49862,실내주차장
2020,인천,계양구,롯데쇼핑㈜ 롯데마트 계양점,122-85-49862,대규모점포
2020,인천,계양구,리벨PC방(브라더PC방),683-05-01357,PC영업시설
2020,인천,계양구,리틀마리보나어린이집,122-80-23168,어린이집
2020,인천,계양구,마리보나어린이집,122-80-14219,어린이집
2020,인천,계양구,메디플렉스 세종병원,601-82-10030,의료기관
2020,인천,계양구,메트로몰 계양점,122-86-44001,실내주차장
2020,인천,계양구,메트로몰 계양점,122-86-44001,대규모점포
2020,인천,계양구,명지어린이집,122-80-23173,어린이집
2020,인천,계양구,무지개동산어린이집,122-80-08420,어린이집
2020,인천,계양구,박촌역,139-82-02409,지하역사
2020,인천,계양구,백악관실버타운,334-80-00171,노인요양시설
2020,인천,계양구,봄소리어린이집,122-80-12526,어린이집
2020,인천,계양구,비젼아이어린이집,122-80-16691,어린이집
2020,인천,계양구,빅토리아 요양원,450-80-00624,노인요양시설
2020,인천,계양구,빅토리아요양병원,122-91-75134,의료기관
2020,인천,계양구,삼보목욕탕,861-70-00150,목욕장
2020,인천,계양구,삼정병원,154-82-00021,의료기관
2020,인천,계양구,새봄요양병원,126-99-00868,노인요양시설
2020,인천,계양구,새하늘어린이집,116-80-06994,어린이집
2020,인천,계양구,성로 요양병원,119-90-09984,의료기관
2020,인천,계양구,세종팰리스,107-87-14878,실내주차장
2020,인천,계양구,숙명차일드스쿨어린이집,122-80-00148,어린이집
2020,인천,계양구,스타덤PC계양직영점,717-02-01789,PC영업시설
2020,인천,계양구,스피드PC,122-26-47284,PC영업시설
2020,인천,계양구,신명스카이홈,122-80-30728,실내주차장
2020,인천,계양구,아기둥지어린이집,122-80-08416,어린이집
2020,인천,계양구,아리솔어린이집,122-89-03243,어린이집
2020,인천,계양구,아이나라어린이집,836-80-00323,어린이집
2020,인천,계양구,아이비키즈어린이집,850-80-00178,어린이집
2020,인천,계양구,엄마손산후조리원,122-92-31211,산후조리원
2020,인천,계양구,엘루체PC방,823-25-00347,PC영업시설
2020,인천,계양구,엠앤비여성병원,122-91-17658,의료기관
2020,인천,계양구,엠엔비산후조리원,122-92-31318,산후조리원
2020,인천,계양구,열매몬테소리어린이집,418-80-26033,어린이집
2020,인천,계양구,영산빌딩,105-86-56405,실내주차장
2020,인천,계양구,영신빌딩,131-81-65913,실내주차장
2020,인천,계양구,영재원어린이집,452-80-00047,어린이집
2020,인천,계양구,영차일드어린이집,122-80-07872,어린이집
2020,인천,계양구,예능이스턴키즈어린이집,122-80-06567,어린이집
2020,인천,계양구,예쁜키즈어린이집,122-80-27941,어린이집
2020,인천,계양구,예일어린이집,122-80-11041,어린이집
2020,인천,계양구,예진병원,194-96-00782,의료기관
2020,인천,계양구,예크아일랜드어린이집,122-80-27219,어린이집
2020,인천,계양구,우리복지요양원계양,130-85-52543,노인요양시설
2020,인천,계양구,우림카이저펠리스,509-82-60480,실내주차장
2020,인천,계양구,의료법인 샬롬의료재단 브니엘요양병원,122-82-11860,의료기관
2020,인천,계양구,의료법인보람의료재단보람병원,122-82-05806,의료기관
2020,인천,계양구,의료법인인성의료재단한림병원,122-82-06163,실내주차장
2020,인천,계양구,의료법인인성의료재단한림병원,122-82-06163,의료기관
2020,인천,계양구,인천광역시 계양구청사,122-83-02669,실내주차장
2020,인천,계양구,인천마디병원,122-92-67887,의료기관
2020,인천,계양구,인천어린이과학관,121-82-07683,실내주차장
